Title,Company,Experience,Salary,Location,Rating,Reviews,Posted,Link
Opening For Data Analyst | ETL | Informatica - Hyderabad,Infosys,5-8 Yrs,Not Disclosed,Hyderabad,3.5,49475  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-opening-for-data-analyst-etl-informatica-hyderabad-infosys-hyderabad-5-to-8-years-170526000075
Opening For Data Analyst | ETL | Informatica - Hyderaad,Infosys,3-8 Yrs,Not Disclosed,Hyderabad,3.5,49475  Reviews,3 weeks ago,https://www.naukri.com/job-listings-opening-for-data-analyst-etl-informatica-hyderaad-infosys-hyderabad-3-to-8-years-110526033173
"Analyst, Data Interchange and Development",Magna International,3-8 Yrs,Not Disclosed,Bengaluru,3.8,883  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-analyst-data-interchange-and-development-magna-steyr-bengaluru-3-to-8-years-130426503426
"Analyst, Electronical Data Interchange",Levi Strauss,3-4 Yrs,Not Disclosed,Bengaluru,4.2,571  Reviews,3 weeks ago,https://www.naukri.com/job-listings-analyst-electronical-data-interchange-levi-strauss-co-bengaluru-3-to-4-years-250526501864
Analyst - Data Governance,Continental,3-5 Yrs,Not Disclosed,Bengaluru,3.7,637  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-analyst-data-governance-continental-corporation-bengaluru-3-to-5-years-111225500417
Data Analysts & Data Scientists,Entiovi,2-6 Yrs,Not Disclosed,Kolkata,3.2,11  Reviews,5 days ago,https://www.naukri.com/job-listings-data-analysts-data-scientists-entiovi-technologies-kolkata-2-to-6-years-110626501987
Data Visualisation Analyst,Pulsus Healthtech,1-4 Yrs,Not Disclosed,Hyderabad,3.2,438  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-data-visualisation-analyst-pulsus-group-hyderabad-1-to-4-years-181125504673
Data Ops DQ Analyst,Barclays,1-7 Yrs,Not Disclosed,Noida,3.8,1165  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-data-ops-dq-analyst-barclays-shared-services-noida-1-to-7-years-181125503637
Data & Backend Analyst,Backrock Studios,0-2 Yrs,Not Disclosed,Bengaluru,N/A,N/A,3+ weeks ago,https://www.naukri.com/job-listings-data-backend-analyst-backrock-studios-bengaluru-0-to-2-years-230326505250
Specialist- Data & Planning Analyst,Nordex Group,2-5 Yrs,Not Disclosed,Chennai,1.1,2  Reviews,3 weeks ago,https://www.naukri.com/job-listings-specialist-data-planning-analyst-nordex-se-chennai-2-to-5-years-260526501042
Data Automation Analyst,TMF Group,4-9 Yrs,Not Disclosed,Pune,3.8,365  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-data-automation-analyst-tmf-services-india-private-limited-pune-4-to-9-years-130526502778
Data Integration Analyst,SAS Research and  Developement (India) Pvt Ltd,3-8 Yrs,Not Disclosed,Pune,4.2,209  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-data-integration-analyst-sas-research-and-developement-india-pvt-ltd-pune-3-to-8-years-230426503178
GCP Data Scientist_Senior Analyst,Clarice Technologie,4-8 Yrs,Not Disclosed,Aurangabad,3.4,1303  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-gcp-data-scientist-senior-analyst-clarice-technologie-aurangabad-4-to-8-years-301225500435
GCP Data Scientist_Senior Analyst,Clarice Technologie,4-8 Yrs,Not Disclosed,Pune,3.4,1303  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-gcp-data-scientist-senior-analyst-clarice-technologie-pune-4-to-8-years-301225500434
GCP Data Scientist_Senior Analyst,Clarice Technologie,4-8 Yrs,Not Disclosed,Nashik,3.4,1303  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-gcp-data-scientist-senior-analyst-clarice-technologie-nashik-4-to-8-years-301225500433
GCP Data Scientist_Senior Analyst,Clarice Technologie,4-8 Yrs,Not Disclosed,Thane,3.4,1303  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-gcp-data-scientist-senior-analyst-clarice-technologie-thane-4-to-8-years-301225500432
GCP Data Scientist_Senior Analyst,Clarice Technologie,4-8 Yrs,Not Disclosed,Nagpur,3.4,1303  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-gcp-data-scientist-senior-analyst-clarice-technologie-nagpur-4-to-8-years-301225500431
Analyst - Data Integration,Ansell,7-10 Yrs,Not Disclosed,Mumbai,3.6,48  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-analyst-data-integration-ansell-medical-products-pvt-ltd-mumbai-7-to-10-years-230326502620
CAE and Data driven analyst For Complete Vehicle,BMW Techworks India,2-6 Yrs,Not Disclosed,Pune,3.1,83  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-cae-and-data-driven-analyst-for-complete-vehicle-bmw-techworks-india-private-limited-pune-2-to-6-years-220426501401
Data Governance Analyst,Data Economy,3-8 Yrs,Not Disclosed,Hyderabad,4.0,81  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-data-governance-analyst-dataeconomy-hyderabad-3-to-8-years-200226505568
Data informatics Analyst,Ivtree It Solutions,4-7 Yrs,Not Disclosed,Hyderabad,3.9,10  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-data-informatics-analyst-ivtree-hyderabad-4-to-7-years-170326503122
GCP Data Scientist_Senior Analyst,Clarice Technologie,4-8 Yrs,Not Disclosed,Mumbai,3.4,1303  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-gcp-data-scientist-senior-analyst-clarice-technologie-mumbai-4-to-8-years-161225501138
Analyst - Data Integration,Ansell,7-10 Yrs,Not Disclosed,Navi Mumbai,3.6,48  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-analyst-data-integration-ansell-medical-products-pvt-ltd-navi-mumbai-7-to-10-years-160326502189
Analyst (LCMS Data Interpretation),TUV SUD South Asia,2-6 Yrs,Not Disclosed,Kolkata,4.0,1406  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-analyst-lcms-data-interpretation-tuv-sud-ltd-kolkata-2-to-6-years-160226501365
Data Reconciliation Analyst,IDESLABS,5-10 Yrs,Not Disclosed,Chennai,3.8,23  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-data-reconciliation-analyst-ideslabs-private-limited-chennai-5-to-10-years-141025502382
Analyst (GC-MS Data Intrepretation),TUV SUD South Asia,3-7 Yrs,Not Disclosed,Kolkata,4.0,1406  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-analyst-gc-ms-data-intrepretation-tuv-sud-ltd-kolkata-3-to-7-years-130226500916
Knowledge Analyst Data Curation & Classification,Sia Partners,2-5 Yrs,Not Disclosed,Mumbai,4.5,5  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-knowledge-analyst-data-curation-classification-sia-partners-mumbai-2-to-5-years-090925503261
Analyst Data Integration,Ansell,2-7 Yrs,Not Disclosed,Mumbai,3.6,48  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-analyst-data-integration-ansell-medical-products-pvt-ltd-mumbai-2-to-7-years-250326503886
Python Data Analyst / Data Engineer,Velocitai Digital,1-5 Yrs,Not Disclosed,Gurugram,2.8,46  Reviews,1 day ago,https://www.naukri.com/job-listings-python-data-analyst-data-engineer-velocitai-digital-gurugram-1-to-5-years-150626500987
Data Analyst/Engineer,BMW Techworks India,2-5 Yrs,Not Disclosed,Bengaluru,3.1,83  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-engineer-bmw-techworks-india-private-limited-bengaluru-2-to-5-years-110526500941
Data Analyst with Low Code,Overture Rede,1-3 Yrs,Not Disclosed,Ahmedabad,3.8,32  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-with-low-code-overture-rede-pvt-ltd-ahmedabad-1-to-3-years-170924500780
Data-Analyst,Venus Jewel,2-3 Yrs,Not Disclosed,Mumbai,4.3,3  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-venus-jewel-mumbai-2-to-3-years-091024502580
Data Analyst,GNRC Medishop,2-3 Yrs,Not Disclosed,Guwahati,3.8,36  Reviews,2 weeks ago,https://www.naukri.com/job-listings-data-analyst-gnrc-medishop-guwahati-2-to-3-years-280526010872
Data Analyst,ICP Solutions,4-6 Yrs,Not Disclosed,Hyderabad(Madhapur),4.3,17  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-icp-solutions-hyderabad-4-to-6-years-180526028550
Data Analyst,Indmax It Services,1-2 Yrs,Not Disclosed,Hyderabad,3.7,58  Reviews,2 weeks ago,https://www.naukri.com/job-listings-data-analyst-indmax-it-services-hyderabad-1-to-2-years-140526031500
Data Analyst,Leading Client,1-3 Yrs,Not Disclosed,"Coimbatore, R G Street",N/A,N/A,2 weeks ago,https://www.naukri.com/job-listings-data-analyst-goodwill-management-services-coimbatore-r-g-street-1-to-3-years-290526912565
NTT DATA Hiring Dispute / Chargeback Analyst,"NTT DATA, Inc.",1-5 Yrs,Not Disclosed,Gurugram,3.9,3556  Reviews,2 weeks ago,https://www.naukri.com/job-listings-ntt-data-hiring-dispute-chargeback-analyst-ntt-data-inc-gurugram-1-to-5-years-180326017751
Sr Business Analytics Analyst - Data Analyst,Blue Yonder,5-7 Yrs,Not Disclosed,Bengaluru,3.5,696  Reviews,5 days ago,https://www.naukri.com/job-listings-sr-business-analytics-analyst-data-analyst-jda-software-bengaluru-5-to-7-years-110626504223
Business Analyst & Data Analyst,Rashmi Chourasiya,0 Yrs,4-5 Lacs PA ,"Pune, Bengaluru",N/A,N/A,3 days ago,https://www.naukri.com/job-listings-business-analyst-data-analyst-rashmi-chourasiya-pune-bengaluru-0-to-0-years-130626014185
Data Scientist/Analyst,Varaisys,3-8 Yrs,Not Disclosed,Noida,3.7,27  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-data-scientist-analyst-varaisys-pvt-ltd-noida-3-to-8-years-060226502626
Functional Analyst - Data,Kyndryl,5-9 Yrs,Not Disclosed,Bengaluru,3.9,3930  Reviews,3 weeks ago,https://www.naukri.com/job-listings-functional-analyst-data-kyndryl-bengaluru-5-to-9-years-220526503145
Data Analyst / Data Scientist,USHA International,4-7 Yrs,Not Disclosed,Gurugram,4.0,1776  Reviews,2 weeks ago,https://www.naukri.com/job-listings-data-analyst-data-scientist-usha-international-gurugram-4-to-7-years-300526013852
Senior Executive - Data Analyst,Startek,0-3 Yrs,Not Disclosed,Hosur,3.0,9648  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-senior-executive-data-analyst-startek-hosur-0-to-3-years-180526500371
Intern - Business Data Analyst,Jodo,N/A,Unpaid ,Bengaluru,3.7,145  Reviews,Starts in 1-3 months,https://www.naukri.com/job-listings-intern-business-data-analyst-jodopay-com-bengaluru-0-to-1-years-151025501755
Data Analyst / Engineer,Kyndryl,4-7 Yrs,Not Disclosed,Bengaluru,3.9,3930  Reviews,1 day ago,https://www.naukri.com/job-listings-data-analyst-engineer-kyndryl-bengaluru-4-to-7-years-150626501696
"Senior Data Analyst, Business Insights",Cielo Talent,4-7 Yrs,12-16 Lacs PA ,Hybrid - Bengaluru(Manayata Tech Park),N/A,N/A,Few hours ago,https://www.naukri.com/job-listings-senior-data-analyst-business-insights-cielo-talent-bengaluru-4-to-7-years-160626032046
Data Analysts (Senior/Analyst/Associate),FedEx,0-3 Yrs,Not Disclosed,Mumbai,4.0,1396  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-data-analysts-senior-analyst-associate-fedex-express-mumbai-0-to-3-years-091225502995
Functional Analyst - Data,Kyndryl,5-9 Yrs,Not Disclosed,Chennai,3.9,3930  Reviews,3 weeks ago,https://www.naukri.com/job-listings-functional-analyst-data-kyndryl-chennai-5-to-9-years-260526501340
Data Privacy Analyst,Tactgen,8-10 Yrs,Not Disclosed,Madurai,N/A,N/A,3+ weeks ago,https://www.naukri.com/job-listings-data-privacy-analyst-tactgen-madurai-8-to-10-years-090125501458
Data Scientist_Senior Analyst,Clarice Technologie,4-7 Yrs,Not Disclosed,Aurangabad,3.4,1303  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-data-scientist-senior-analyst-clarice-technologie-aurangabad-4-to-7-years-301225500445
Data Scientist_Senior Analyst,Clarice Technologie,4-7 Yrs,Not Disclosed,Pune,3.4,1303  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-data-scientist-senior-analyst-clarice-technologie-pune-4-to-7-years-301225500444
Data Scientist_Senior Analyst,Clarice Technologie,4-7 Yrs,Not Disclosed,Nashik,3.4,1303  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-data-scientist-senior-analyst-clarice-technologie-nashik-4-to-7-years-301225500443
Data Scientist_Senior Analyst,Clarice Technologie,4-7 Yrs,Not Disclosed,Thane,3.4,1303  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-data-scientist-senior-analyst-clarice-technologie-thane-4-to-7-years-301225500442
Data Scientist_Senior Analyst,Clarice Technologie,4-7 Yrs,Not Disclosed,Nagpur,3.4,1303  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-data-scientist-senior-analyst-clarice-technologie-nagpur-4-to-7-years-301225500441
Data Scientist_Senior Analyst,Clarice Technologie,4-7 Yrs,Not Disclosed,Mumbai,3.4,1303  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-data-scientist-senior-analyst-clarice-technologie-mumbai-4-to-7-years-161225501147
Data Analyst / Engineer,Kyndryl,4-7 Yrs,Not Disclosed,"Hyderabad, Gurugram, Chennai, Bengaluru",3.9,3930  Reviews,4 days ago,https://www.naukri.com/job-listings-data-analyst-engineer-kyndryl-hyderabad-gurugram-chennai-bengaluru-4-to-7-years-120626501041
Power BI Data Analyst / Engineer,Tata Consultancy Services,5-10 Yrs,Not Disclosed,"Hyderabad, Chennai, Bengaluru",3.3,115896  Reviews,2 weeks ago,https://www.naukri.com/job-listings-power-bi-data-analyst-engineer-tata-consultancy-services-hyderabad-chennai-bengaluru-5-to-10-years-010626001406
Senior Business and Data Analyst,Xoxoday,3-6 Yrs,Not Disclosed,Bengaluru,3.8,136  Reviews,6 days ago,https://www.naukri.com/job-listings-senior-business-and-data-analyst-xoxoday-bengaluru-3-to-6-years-100626507004
Analyst Data Governance,Leading Client,4-9 Yrs,Not Disclosed,Thane,N/A,N/A,3+ weeks ago,https://www.naukri.com/job-listings-analyst-data-governance-quotient-consultancy-thane-4-to-9-years-150526910633
Analyst Data Governance,Leading Client,4-9 Yrs,Not Disclosed,Navi Mumbai,N/A,N/A,3+ weeks ago,https://www.naukri.com/job-listings-analyst-data-governance-quotient-consultancy-navi-mumbai-4-to-9-years-150526910630
Data Loss Prevention-SOC Analyst,Client of Athena Bharat Jobs,4-7 Yrs,4-9 Lacs PA ,Hyderabad,N/A,N/A,3+ weeks ago,https://www.naukri.com/job-listings-data-loss-prevention-soc-analyst-athena-bharatjobs-hyderabad-4-to-7-years-180526014626
Business Data Analyst,Schneider Electric,3-7 Yrs,Not Disclosed,Bengaluru,4.1,5267  Reviews,3 weeks ago,https://www.naukri.com/job-listings-business-data-analyst-schneider-electric-bengaluru-3-to-7-years-210526015685
Project Management Office PMO Business & Data Analyst,Infineon,5-8 Yrs,Not Disclosed,Bengaluru,3.6,288  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-project-management-office-pmo-business-data-analyst-infineon-technologies-pvt-ltd-bengaluru-5-to-8-years-280126505416
Business and Data Analyst,Connecting Dot Consultancy,0-2 Yrs,Not Disclosed,Kolkata,N/A,N/A,3+ weeks ago,https://www.naukri.com/job-listings-business-and-data-analyst-connecting-dot-consultancy-kolkata-0-to-2-years-080925502295
DATA ANALYST/ SCIENTIST,Mid Town Software,2-6 Yrs,Not Disclosed,Mohali,2.2,32  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-scientist-mid-town-software-mohali-2-to-6-years-190224502046
Data Analyst / Data Scientist,Data U Technologies,2-5 Yrs,Not Disclosed,Nagpur,N/A,N/A,3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-data-scientist-data-u-technologies-nagpur-2-to-5-years-140526503394
