Title,Company,Experience,Salary,Location,Rating,Reviews,Posted,Link
Senior Analyst - Forensics - Investigations & Compliance,EY,3-8 Yrs,Not Disclosed,Gurugram,3.4,14833  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-senior-analyst-forensics-investigations-compliance-ernst-young-gurugram-3-to-8-years-060526501080
Executive Assistant cum Business Analyst To CEO - Bilaspur (Manesar),stenohouse,5-10 Yrs,10-15 Lacs PA ,Gurugram(Bilaspur),N/A,N/A,2 weeks ago,https://www.naukri.com/job-listings-executive-assistant-business-analyst-to-ceo-bilaspur-manesar-steno-house-gurugram-5-to-10-years-050526034363
Senior Analyst,Dun & Bradstreet,6-9 Yrs,Not Disclosed,Hybrid - Hyderabad,3.0,447  Reviews,2 weeks ago,https://www.naukri.com/job-listings-senior-analyst-dun-bradstreet-hyderabad-6-to-9-years-020626009790
Senior Analyst,eClerx,2-4 Yrs,Not Disclosed,Navi Mumbai,3.1,6420  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-senior-analyst-eclerx-services-ltd-navi-mumbai-2-to-4-years-010226001440
Data Scientist,Business Brio,2-5 Yrs,Not Disclosed,Kolkata,4.0,2  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-data-scientist-business-brio-kolkata-2-to-5-years-260923501509
Senior Analyst - Projects,Microland,3-7 Yrs,Not Disclosed,Bengaluru,3.5,1958  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-senior-analyst-projects-microland-limited-bengaluru-3-to-7-years-250825504095
Senior Lead Analyst - Varicent Configuration / Commissions,Thomson Reuters,4-9 Yrs,Not Disclosed,Hyderabad,3.7,1922  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-senior-lead-analyst-varicent-configuration-commissions-thomson-reuters-india-pvt-ltd-hyderabad-4-to-9-years-230326502621
Analytics & Intelligence - Senior Analyst (Medical Analytics),Hoffmann La Roche,4-8 Yrs,Not Disclosed,Hyderabad,5.0,2  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-analytics-intelligence-senior-analyst-medical-analytics-hoffmann-la-roche-hyderabad-4-to-8-years-200426501165
Senior Pricing Analyst,Thomson Reuters,6-8 Yrs,Not Disclosed,Hyderabad,3.7,1922  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-senior-pricing-analyst-thomson-reuters-india-pvt-ltd-hyderabad-6-to-8-years-200126505533
Senior Analyst,eClerx,1-8 Yrs,Not Disclosed,Pune,3.1,6420  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-senior-analyst-eclerx-services-ltd-pune-1-to-8-years-190326502298
I&F Decision Sci Practitioner Sr. Analyst,Accenture,5-8 Yrs,Not Disclosed,Gurugram,3.7,74541  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-i-f-decision-sci-practitioner-sr-analyst-accenture-solutions-pvt-ltd-gurugram-5-to-8-years-180526921013
Media & Graphics Design Senior Analyst,Accenture,5-8 Yrs,Not Disclosed,Mumbai,3.7,74541  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-media-graphics-design-senior-analyst-accenture-solutions-pvt-ltd-mumbai-5-to-8-years-180526919858
Supply Chain Plan & Analyt Senior Analyst,Accenture,6-9 Yrs,Not Disclosed,Mumbai,3.7,74541  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-supply-chain-plan-analyt-senior-analyst-accenture-solutions-pvt-ltd-mumbai-6-to-9-years-180526918736
Data Scientist,Business Brio,1-2 Yrs,Not Disclosed,Kolkata,4.0,2  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-data-scientist-business-brio-kolkata-1-to-2-years-171224501141
Senior Analyst,eClerx,3-8 Yrs,Not Disclosed,Mumbai,3.1,6420  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-senior-analyst-eclerx-services-ltd-mumbai-3-to-8-years-130226505644
Senior Analyst,Merck Group,1-6 Yrs,Not Disclosed,Bengaluru,4.0,411  Reviews,4 days ago,https://www.naukri.com/job-listings-senior-analyst-merck-group-bengaluru-1-to-6-years-120626504765
Senior Analyst,eClerx,5-6 Yrs,Not Disclosed,Pune,3.1,6420  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-senior-analyst-eclerx-services-ltd-pune-5-to-6-years-120226500261
Senior Analyst - Operations Analytics,Microland,3-8 Yrs,Not Disclosed,Bengaluru,3.5,1958  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-senior-analyst-operations-analytics-microland-limited-bengaluru-3-to-8-years-090226504916
Senior Analyst People Success Partner,Zinnov Management Consulting,7-10 Yrs,Not Disclosed,Bengaluru,3.2,225  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-senior-analyst-people-success-partner-zinnov-management-consulting-pvt-ltd-bengaluru-7-to-10-years-060326501947
Support Analyst - Ody.C,Alstom,3-6 Yrs,Not Disclosed,Bengaluru,3.7,3353  Reviews,1 week ago,https://www.naukri.com/job-listings-support-analyst-ody-c-alstom-transport-india-ltd-bengaluru-3-to-6-years-080626934038
ACN S&C GN - MC - Industry X - Capital Projects - Analyst,Accenture,4-8 Yrs,Not Disclosed,Bengaluru,3.7,74541  Reviews,1 week ago,https://www.naukri.com/job-listings-acn-s-c-gn-mc-industry-x-capital-projects-analyst-accenture-solutions-pvt-ltd-bengaluru-4-to-8-years-080626932050
ACN S&C GN - MC - Industry X - Smart Connected Products - Analyst,Accenture,3-8 Yrs,Not Disclosed,Bengaluru,3.7,74541  Reviews,1 week ago,https://www.naukri.com/job-listings-acn-s-c-gn-mc-industry-x-smart-connected-products-analyst-accenture-solutions-pvt-ltd-bengaluru-3-to-8-years-080626932049
ACN S&C Global Network - AI -Song-Analyst,Accenture,2-6 Yrs,Not Disclosed,Bengaluru,3.7,74541  Reviews,1 week ago,https://www.naukri.com/job-listings-acn-s-c-global-network-ai-song-analyst-accenture-solutions-pvt-ltd-bengaluru-2-to-6-years-080626931342
S&C Global Network - Ai - Cmt - Telecom Analyst,Accenture,6-11 Yrs,Not Disclosed,Bengaluru,3.7,74541  Reviews,1 week ago,https://www.naukri.com/job-listings-s-c-global-network-ai-cmt-telecom-analyst-accenture-solutions-pvt-ltd-bengaluru-6-to-11-years-080626930793
ACN S&C GN - SC&O - SCM Planning  Kinaxis  Analyst,Accenture,4-7 Yrs,Not Disclosed,Bengaluru,3.7,74541  Reviews,1 week ago,https://www.naukri.com/job-listings-acn-s-c-gn-sc-o-scm-planning-kinaxis-analyst-accenture-solutions-pvt-ltd-bengaluru-4-to-7-years-080626930740
Financial Plan & Analysis Analyst,Accenture,3-5 Yrs,Not Disclosed,Bengaluru,3.7,74541  Reviews,1 week ago,https://www.naukri.com/job-listings-financial-plan-analysis-analyst-accenture-solutions-pvt-ltd-bengaluru-3-to-5-years-040626931211
Sales Operations Analyst,Accenture,3-5 Yrs,Not Disclosed,Bengaluru,3.7,74541  Reviews,1 week ago,https://www.naukri.com/job-listings-sales-operations-analyst-accenture-solutions-pvt-ltd-bengaluru-3-to-5-years-040626931137
IT Service Management Analyst,Accenture,3-5 Yrs,Not Disclosed,Bengaluru,3.7,74541  Reviews,1 week ago,https://www.naukri.com/job-listings-it-service-management-analyst-accenture-solutions-pvt-ltd-bengaluru-3-to-5-years-040626931015
Lead Treasury Analyst - Product Owner,Wells Fargo,10-18 Yrs,Not Disclosed,Hybrid - Bengaluru,3.6,8839  Reviews,1 week ago,https://www.naukri.com/job-listings-lead-treasury-analyst-product-owner-wells-fargo-international-solutions-private-ltd-bengaluru-10-to-18-years-040626009609
SALES OPS ANALYST IV,TE Connectivity,8-13 Yrs,Not Disclosed,Bengaluru,4.1,1357  Reviews,1 week ago,https://www.naukri.com/job-listings-sales-ops-analyst-iv-te-connectivity-india-private-limited-bengaluru-8-to-13-years-030626930594
Media Monitoring & Research Analyst,First Partners,0-1 Yrs,3-3.25 Lacs PA ,Noida(Sector 142),3.2,19  Reviews,1 week ago,https://www.naukri.com/job-listings-media-monitoring-research-analyst-first-partners-noida-0-to-1-years-030626018478
Quant Analyst (Macquarie ),Acuity Knowledge Partners,3-8 Yrs,Not Disclosed,Bengaluru,3.1,1490  Reviews,2 weeks ago,https://www.naukri.com/job-listings-quant-analyst-macquarie-acuity-knowledge-partners-bengaluru-3-to-8-years-020626503506
Informatica Production Support Analyst,Bitwise Solutions,0-2 Yrs,Not Disclosed,Pune,3.6,755  Reviews,2 weeks ago,https://www.naukri.com/job-listings-informatica-production-support-analyst-bitwise-solutions-pune-0-to-2-years-020426034485
Assistant Manager- Finance & Procurement Services (Reporting Analyst),Siemens,6-11 Yrs,Not Disclosed,Bengaluru,3.9,5890  Reviews,2 weeks ago,https://www.naukri.com/job-listings-assistant-manager-finance-procurement-services-reporting-analyst-siemens-limited-bengaluru-6-to-11-years-010626921580
ACN Industry Consulting- Travel -Airports & Hospitality -Analyst,Accenture,2-6 Yrs,Not Disclosed,Bengaluru,3.7,74541  Reviews,2 weeks ago,https://www.naukri.com/job-listings-acn-industry-consulting-travel-airports-hospitality-analyst-accenture-solutions-pvt-ltd-bengaluru-2-to-6-years-010626917368
Engineering Services Analyst,Accenture,2-5 Yrs,Not Disclosed,Bengaluru,3.7,74541  Reviews,2 weeks ago,https://www.naukri.com/job-listings-engineering-services-analyst-accenture-solutions-pvt-ltd-bengaluru-2-to-5-years-010626916718
Financial Analyst II,Hewlett Packard Enterprise,2-7 Yrs,Not Disclosed,Bengaluru,4.0,4678  Reviews,2 weeks ago,https://www.naukri.com/job-listings-financial-analyst-ii-hewlett-packard-enterprise-bengaluru-2-to-7-years-020626500320
Service Desk  Quality Analyst,Tata Consultancy Services,5-8 Yrs,5-15 Lacs PA ,Bengaluru,3.3,115896  Reviews,2 weeks ago,https://www.naukri.com/job-listings-service-desk-quality-analyst-tata-consultancy-services-bengaluru-5-to-8-years-010626009027
Data Analyst,Rusada Aviation,1-3 Yrs,5.5-13 Lacs PA ,Hybrid - Chennai,3.2,12  Reviews,1 week ago,https://www.naukri.com/job-listings-data-analyst-rusada-aviation-chennai-1-to-3-years-030626017619
Senior Data Scientist/Lead Data Scientist,Tredence,5-10 Yrs,Not Disclosed,"Hybrid - Pune, Gurugram, Bengaluru",3.3,729  Reviews,2 weeks ago,https://www.naukri.com/job-listings-senior-data-scientist-lead-data-scientist-tredence-pune-gurugram-bengaluru-5-to-10-years-290526014179
Senior Data Scientist,Billennium,4-9 Yrs,Not Disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",3.9,77  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-senior-data-scientist-billennium-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-4-to-9-years-200426504564
Senior Data Scientist,Tredence,5-8 Yrs,Not Disclosed,"Hybrid - Pune, Gurugram, Bengaluru",3.3,729  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-senior-data-scientist-tredence-pune-gurugram-bengaluru-5-to-8-years-190526037208
Senior/Lead Data Scientist,Tredence,5-10 Yrs,Not Disclosed,"Hybrid - Pune, Gurugram, Bengaluru",3.3,729  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-senior-lead-data-scientist-tredence-pune-gurugram-bengaluru-5-to-10-years-150526018403
Senior Data Scientist,ORCAPOD,8-11 Yrs,Not Disclosed,Bengaluru,N/A,N/A,2 weeks ago,https://www.naukri.com/job-listings-senior-data-scientist-orcapod-consulting-services-bengaluru-8-to-11-years-300526014359
Senior Data Scientist - Generative AI (LLM/RAG),US MNC (analytics),5-10 Yrs,20-35 Lacs PA ,"Hybrid - Gurugram, Bengaluru, Delhi / NCR",N/A,N/A,2 weeks ago,https://www.naukri.com/job-listings-senior-data-scientist-generative-ai-llm-rag-aspyra-hr-services-gurugram-bengaluru-delhi-ncr-5-to-10-years-280526029071
Senior Data Scientist Client Analytics,Epsilon Data Management,5-8 Yrs,Not Disclosed,Bengaluru,3.6,890  Reviews,3 weeks ago,https://www.naukri.com/job-listings-senior-data-scientist-client-analytics-epsilon-asia-group-of-companies-bengaluru-5-to-8-years-260526504721
Sr Data Scientist,Aqilea,9-12 Yrs,Not Disclosed,Bengaluru,4.6,8  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-sr-data-scientist-aqilea-formerly-soltia-bengaluru-9-to-12-years-240426501366
Sr Data Scientist,AxionConnect,2-5 Yrs,Not Disclosed,Bengaluru,3.7,45  Reviews,3 weeks ago,https://www.naukri.com/job-listings-sr-data-scientist-axionconnect-infosolutions-pvt-ltd-bengaluru-2-to-5-years-220526504848
"Sr Manager Data Scientist, Client Analytics",Epsilon Data Management,12-17 Yrs,Not Disclosed,Bengaluru,3.6,890  Reviews,3 weeks ago,https://www.naukri.com/job-listings-sr-manager-data-scientist-client-analytics-epsilon-asia-group-of-companies-bengaluru-12-to-17-years-220526503258
Sr Data Scientist Client Analytics,Epsilon Data Management,5-8 Yrs,Not Disclosed,Bengaluru,3.6,890  Reviews,3 weeks ago,https://www.naukri.com/job-listings-sr-data-scientist-client-analytics-epsilon-asia-group-of-companies-bengaluru-5-to-8-years-220526502776
Sr Advanced Data Scientist,Sparta Systems,5-10 Yrs,Not Disclosed,Bengaluru,4.1,13  Reviews,3 weeks ago,https://www.naukri.com/job-listings-sr-advanced-data-scientist-spartasystems-bengaluru-5-to-10-years-220526501210
Sr Advanced Data Scientist,Sparta Systems,6-11 Yrs,Not Disclosed,Bengaluru,4.1,13  Reviews,3 weeks ago,https://www.naukri.com/job-listings-sr-advanced-data-scientist-spartasystems-bengaluru-6-to-11-years-220526501209
Sr. Data Scientist,Vmock,3-6 Yrs,Not Disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",2.0,45  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-sr-data-scientist-vmock-india-pvt-ltd-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-3-to-6-years-190924501023
Senior Data Scientist - R01557312,brillio-2,5-10 Yrs,Not Disclosed,Bengaluru,3.3,1342  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-senior-data-scientist-r01557312-brillio-2-bengaluru-5-to-10-years-190526500644
Senior Data Scientist,Bigtapp,5-8 Yrs,Not Disclosed,Bengaluru,2.4,15  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-senior-data-scientist-bigtapp-india-private-ltd-bengaluru-5-to-8-years-170326501616
Senior Data Scientist,Amgen Inc,8-12 Yrs,Not Disclosed,Hyderabad,2.8,166  Reviews,1 day ago,https://www.naukri.com/job-listings-senior-data-scientist-amgen-inc-hyderabad-8-to-12-years-150626938264
Senior Data Scientist,Smiths,5-10 Yrs,Not Disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",3.5,19  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-senior-data-scientist-smiths-group-plc-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-5-to-10-years-100225503314
Senior Data Scientist,InfoCepts,6-11 Yrs,Not Disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",3.5,351  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-senior-data-scientist-infocepts-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-6-to-11-years-080825503650
Senior Data Scientist,Tarento Technologies,5-6 Yrs,Not Disclosed,Bengaluru,3.6,156  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-senior-data-scientist-tarento-technologies-pvt-ltd-bengaluru-5-to-6-years-080526500455
Senior Data Scientist (Gen AI),Bluevine,5-10 Yrs,Not Disclosed,Bengaluru,2.4,31  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-senior-data-scientist-gen-ai-bluevine-bengaluru-5-to-10-years-310326502153
Senior Data Scientist,Hilabs,3-5 Yrs,Not Disclosed,Bengaluru,3.6,84  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-senior-data-scientist-hilabs-bengaluru-3-to-5-years-301225505599
Senior Data Scientist,Ingenium It,5-9 Yrs,Not Disclosed,Bengaluru,4.1,2  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-senior-data-scientist-ingenium-it-bengaluru-5-to-9-years-301025505180
Sr. Data Scientist,Lifesight,5-7 Yrs,Not Disclosed,Bengaluru,2.8,19  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-sr-data-scientist-lifesight-bengaluru-5-to-7-years-300426503730
Senior Data Scientist,Sberbank,6-7 Yrs,Not Disclosed,Bengaluru,3.2,157  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-senior-data-scientist-sberbank-bengaluru-6-to-7-years-300126505459
Senior Data Scientist,Tekskills india,5-9 Yrs,Not Disclosed,Hybrid - Bengaluru,N/A,N/A,2 weeks ago,https://www.naukri.com/job-listings-senior-data-scientist-tekskills-bengaluru-5-to-9-years-290526916207
Senior Data Scientist II,Elsevier,7-12 Yrs,Not Disclosed,Bengaluru,3.6,189  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-senior-data-scientist-ii-reed-elsevier-india-a-part-of-relx-india-pvt-ltd-bengaluru-7-to-12-years-290126510687
"Junior Analyst - Advity , Hyderbad",Leading Client,0-1 Yrs,Not Disclosed,Hyderabad,N/A,N/A,2 weeks ago,https://www.naukri.com/job-listings-junior-analyst-advity-hyderbad-nextenti-tech-private-limited-hyderabad-0-to-1-years-280526921491
Senior Data Scientist,Cardinal Drugs Ltd.,6-9 Yrs,Not Disclosed,Bengaluru,N/A,N/A,2 weeks ago,https://www.naukri.com/job-listings-senior-data-scientist-cardinal-drugs-ltd-bengaluru-6-to-9-years-280526503397
Senior Data Scientist,Savantys Solutions,5-10 Yrs,Not Disclosed,Bengaluru,N/A,N/A,2 weeks ago,https://www.naukri.com/job-listings-senior-data-scientist-savantys-solutions-bengaluru-5-to-10-years-280526502013
Senior Data Scientist(Retail Domain)_Remote,Lester Infoservices,8-12 Yrs,19-20 Lacs PA ,Remote,3.2,156  Reviews,2 weeks ago,https://www.naukri.com/job-listings-senior-data-scientist-retail-domain-remote-lester-infoservices-bengaluru-8-to-12-years-280526015842
Senior Data Scientist,Continental,8-13 Yrs,Not Disclosed,Bengaluru,3.7,637  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-senior-data-scientist-continental-corporation-bengaluru-8-to-13-years-270326504754
Sr. Data Scientist,Flocareer,5-10 Yrs,Not Disclosed,Bengaluru,4.2,47  Reviews,3 weeks ago,https://www.naukri.com/job-listings-sr-data-scientist-flocareer-com-bengaluru-5-to-10-years-260526504974
Senior Data Scientist,Algoleap Technologies,3-6 Yrs,Not Disclosed,Bengaluru,4.2,139  Reviews,3 weeks ago,https://www.naukri.com/job-listings-senior-data-scientist-algoleap-technologies-bengaluru-3-to-6-years-260526033180
Senior Data Scientist,Terawe Technologies,7-10 Yrs,Not Disclosed,Bengaluru,3.3,8  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-senior-data-scientist-terawe-technologies-pvt-ltd-bengaluru-7-to-10-years-250625502517
Senior Data Scientist,Gun Marine Services (GMS),3-8 Yrs,Not Disclosed,"Hyderabad, Banglore,  Kerala",3.0,17  Reviews,3 weeks ago,https://www.naukri.com/job-listings-senior-data-scientist-gms-hyderabad-banglore-kerala-3-to-8-years-250526926731
Senior Data Scientist - Industrial AI,Symphonyincubator Business Services,7-12 Yrs,Not Disclosed,Bengaluru,N/A,N/A,3 weeks ago,https://www.naukri.com/job-listings-senior-data-scientist-industrial-ai-symphonyincubator-business-services-private-limite-d-bengaluru-7-to-12-years-250526913578
Senior Data Scientist,Tredence,5-8 Yrs,Not Disclosed,Bengaluru(Whitefield +1),3.3,729  Reviews,3 weeks ago,https://www.naukri.com/job-listings-senior-data-scientist-tredence-bengaluru-5-to-8-years-250526005662
Senior Data Scientist - Demand Forecasting,o9 Solutions,4-9 Yrs,Not Disclosed,Bengaluru,3.4,335  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-senior-data-scientist-demand-forecasting-o9-solutions-inc-bengaluru-4-to-9-years-250326508316
Senior Data scientist - AI/ML,Jenoptik India,7-8 Yrs,Not Disclosed,Bengaluru,1.8,6  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-senior-data-scientist-ai-ml-jenoptik-india-pvt-ltd-bengaluru-7-to-8-years-250326504588
Senior Data Scientist - Program Developer,Armstrong Fluid Technology,5-10 Yrs,Not Disclosed,Bengaluru,3.6,48  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-senior-data-scientist-program-developer-armstrong-fluid-technology-bengaluru-5-to-10-years-230924502364
Senior Data Scientist,John Crane Sealing Systems India,4-9 Yrs,Not Disclosed,Bengaluru,3.4,226  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-senior-data-scientist-john-crane-sealing-systems-india-pvt-ltd-bengaluru-4-to-9-years-230125505557
Senior Data Scientist,Anheuser Busch InBev,8-13 Yrs,Not Disclosed,Bengaluru,3.3,1448  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-senior-data-scientist-abinbev-india-private-limited-bengaluru-8-to-13-years-220525505005
Senior Data Scientist,Talent Smart Soft Solutions,5-10 Yrs,Not Disclosed,Bengaluru,4.0,14  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-senior-data-scientist-talent-smart-soft-solutions-opc-private-limited-bengaluru-5-to-10-years-190725500533
Senior Data Scientist,Equinix,7-12 Yrs,Not Disclosed,Bengaluru,3.2,132  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-senior-data-scientist-equinix-india-professional-services-private-limited-bengaluru-7-to-12-years-180526925469
Senior Manager  Data Scientist,Codincity Digital Technologies,12-21 Yrs,19-34 Lacs PA ,"Chennai, Bengaluru",4.7,83  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-senior-manager-data-scientist-codincity-digital-technologies-chennai-bengaluru-12-to-21-years-180526012910
Senior Data Scientist,Visar Software Llp,8-13 Yrs,Not Disclosed,Bengaluru,N/A,N/A,3+ weeks ago,https://www.naukri.com/job-listings-senior-data-scientist-visar-software-llp-bengaluru-8-to-13-years-180425501931
Senior Data Scientist,Locus IT Services Pvt Ltd,6-11 Yrs,Not Disclosed,Bengaluru,4.7,20  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-senior-data-scientist-locus-it-services-private-limited-bengaluru-6-to-11-years-171122502642
Sr. Associate Data Scientist,Amgen Inc,3-5 Yrs,Not Disclosed,Hyderabad,2.8,166  Reviews,Today,https://www.naukri.com/job-listings-sr-associate-data-scientist-amgen-inc-hyderabad-3-to-5-years-160626917591
Sr. Data Scientist,Reserve Bank Information Technology,6-11 Yrs,Not Disclosed,Navi Mumbai,3.3,222  Reviews,Few hours ago,https://www.naukri.com/job-listings-sr-data-scientist-reserve-bank-information-technology-pvt-ltd-navi-mumbai-6-to-11-years-160626504554
Senior Data Scientist,Securly Software,8-15 Yrs,Not Disclosed,Pune,4.2,4  Reviews,Today,https://www.naukri.com/job-listings-senior-data-scientist-securly-pune-8-to-15-years-160626500435
Senior Data Scientist I,Elsevier,7-12 Yrs,Not Disclosed,Bengaluru,3.6,189  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-senior-data-scientist-i-reed-elsevier-india-a-part-of-relx-india-pvt-ltd-bengaluru-7-to-12-years-160226507003
Senior Data Scientist II,Elsevier,7-12 Yrs,Not Disclosed,Bengaluru,3.6,189  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-senior-data-scientist-ii-reed-elsevier-india-a-part-of-relx-india-pvt-ltd-bengaluru-7-to-12-years-160226507001
Senior Data Scientist,Dentsu Webchutney,3-7 Yrs,Not Disclosed,Mumbai,2.9,32  Reviews,1 day ago,https://www.naukri.com/job-listings-senior-data-scientist-dentsu-inc-mumbai-3-to-7-years-150626500999
Senior Data Scientist,Equinix,5-8 Yrs,Not Disclosed,Bengaluru,3.2,132  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-senior-data-scientist-equinix-bengaluru-5-to-8-years-140426504200
Senior Data Scientist,Datazymes Analytics,2-6 Yrs,15-30 Lacs PA ,Bengaluru,N/A,N/A,5 days ago,https://www.naukri.com/job-listings-senior-data-scientist-qikrecruit-bengaluru-2-to-6-years-130526041882
Senior Data Scientist II,Elsevier,5-10 Yrs,Not Disclosed,Bengaluru,3.6,189  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-senior-data-scientist-ii-reed-elsevier-india-a-part-of-relx-india-pvt-ltd-bengaluru-5-to-10-years-130226502272
Data Engineer Business Intelligence,Enigmatics Labs,2-4 Yrs,Not Disclosed,Bengaluru,N/A,N/A,3+ weeks ago,https://www.naukri.com/job-listings-data-engineer-business-intelligence-enigmatics-labs-private-limited-bengaluru-2-to-4-years-130125502182
Senior Data Scientist,Inito,1-3 Yrs,Not Disclosed,Bengaluru,3.7,17  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-senior-data-scientist-inito-bengaluru-1-to-3-years-110226503882
Senior Data Scientist,Emmes Group,4-9 Yrs,Not Disclosed,Bengaluru,1.0,3  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-senior-data-scientist-emmes-group-bengaluru-4-to-9-years-090426503070
Sr. Data Scientist,Tech Stalwart Solution,5-9 Yrs,Not Disclosed,Bengaluru,3.2,8  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-sr-data-scientist-tech-stalwart-solution-private-limited-bengaluru-5-to-9-years-080125502268
Senior Data Scientist,Loadshare Networks,3-7 Yrs,Not Disclosed,Bengaluru,3.5,466  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-senior-data-scientist-loadshare-bengaluru-3-to-7-years-070725502893
Senior Data Scientist,Elanco,4-9 Yrs,Not Disclosed,Bengaluru,4.1,100  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-senior-data-scientist-elanco-bengaluru-4-to-9-years-060526504026
Sr Data Scientist,Iquanti,4-9 Yrs,Not Disclosed,Bengaluru,4.0,180  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-sr-data-scientist-iquanti-inc-bengaluru-4-to-9-years-060526502001
Senior Data Scientist,Bread Financial,4-9 Yrs,Not Disclosed,Bengaluru,3.7,240  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-senior-data-scientist-bread-financial-bengaluru-4-to-9-years-050526502901
Senior Data Scientist,Crimson Interactive,7-10 Yrs,Not Disclosed,Mumbai,2.5,209  Reviews,1 week ago,https://www.naukri.com/job-listings-senior-data-scientist-crimson-interactive-pvt-ltd-mumbai-7-to-10-years-040626500183
Senior Data Scientist - CP&A,Anheuser Busch InBev,8-10 Yrs,Not Disclosed,Bengaluru,3.3,1448  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-senior-data-scientist-cp-a-abinbev-india-private-limited-bengaluru-8-to-10-years-031224503975
Sr. Data Scientist,Ideapoke,3-4 Yrs,Not Disclosed,Bengaluru,2.1,45  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-sr-data-scientist-ideapoke-bengaluru-3-to-4-years-010920500703
Junior Analyst,MDH Spices,0-1 Yrs,2.25-3.25 Lacs PA ,Gurugram,3.0,46  Reviews,2 weeks ago,https://www.naukri.com/job-listings-junior-analyst-mdh-spices-gurugram-0-to-1-years-010626006837
Junior Data Operation Executive,Sthapatya Software,0-2 Yrs,Not Disclosed,Pune,2.8,6  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-junior-data-operation-executive-sthapatya-software-pvt-ltd-pune-0-to-2-years-311225501955
Senior Data Scientist,Kazhuga,5-8 Yrs,Not Disclosed,Bengaluru,N/A,N/A,3+ weeks ago,https://www.naukri.com/job-listings-senior-data-scientist-kazhuga-bengaluru-5-to-8-years-300525502191
Senior Data Scientist,Project44,5-10 Yrs,Not Disclosed,Bengaluru,2.8,18  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-senior-data-scientist-project44-bengaluru-5-to-10-years-300326503531
